audio_file_stem,lyric_file_stem,quadrant,genres,popular_genre,label
MT0013900095,MT0013900095,Q1,Pop/Rock,Pop/Rock,0
MT0013924254,MT0013924254,Q1,"Contemporary Pop/Rock,Rock & Roll,British Invasion,Pop/Rock",Pop/Rock,0
MT0013929650,MT0013929650,Q1,"Blues,Stage & Screen",Blues,7
MT0013955066,MT0013955066,Q4,"International,Latin,Pop/Rock",Pop/Rock,0
MT0013960578,MT0013960578,Q1,Country,Country,1
MT0014082915,MT0014082915,Q1,"Blues,Jazz,Vocal",Jazz,2
MT0014118699,MT0014118699,Q3,Vocal,Vocal,6
MT0014121590,MT0014121590,Q2,Pop/Rock,Pop/Rock,0
MT0014135173,MT0014135173,Q2,Pop/Rock,Pop/Rock,0
MT0014209882,MT0014209882,Q2,Rap,Rap,4
MT0014439055,MT0014439055,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0014498396,MT0014498396,Q4,"New Age,Pop/Rock,Religious",Pop/Rock,0
MT0014554353,MT0014554353,Q1,"Electronic,Pop/Rock,R&B",Pop/Rock,0
MT0014555701,MT0014555701,Q1,"Electronic,Pop/Rock,R&B",Pop/Rock,0
MT0014581361,MT0014581361,Q2,Pop/Rock,Pop/Rock,0
MT0014584319,MT0014584319,Q4,R&B,R&B,3
MT0014584473,MT0014584473,Q3,"Blues,R&B",R&B,3
MT0014586720,MT0014586720,Q1,"Pop/Rock,R&B",Pop/Rock,0
MT0014594482,MT0014594482,Q2,Pop/Rock,Pop/Rock,0
MT0014612093,MT0014612093,Q4,"R&B,Rap",R&B,3
MT0014619583,MT0014619583,Q1,R&B,R&B,3
MT0014650353,MT0014650353,Q4,Reggae,Reggae,8
MT0014665667,MT0014665667,Q3,"Holiday,Pop/Rock",Pop/Rock,0
MT0014665693,MT0014665693,Q3,"Pop/Rock,R&B",Pop/Rock,0
MT0014693814,MT0014693814,Q3,"Country,Pop/Rock",Pop/Rock,0
MT0014752461,MT0014752461,Q4,R&B,R&B,3
MT0014756127,MT0014756127,Q2,Pop/Rock,Pop/Rock,0
MT0014781093,MT0014781093,Q1,Pop/Rock,Pop/Rock,0
MT0014798420,MT0014798420,Q3,Rap,Rap,4
MT0014804830,MT0014804830,Q3,Pop/Rock,Pop/Rock,0
A196,L196,Q1,"Pop/Rock,Girl Groups,Motown,Soul,R&B,Pop-Soul",Pop/Rock,0
MT0014826870,MT0014826870,Q4,R&B,R&B,3
MT0014859055,MT0014859055,Q2,Pop/Rock,Pop/Rock,0
MT0014880463,MT0014880463,Q2,Rap,Rap,4
MT0014936205,MT0014936205,Q3,"Pop/Rock,R&B",Pop/Rock,0
MT0014948707,MT0014948707,Q2,"Electronic,Rap",Electronic,5
MT0014957211,MT0014957211,Q2,"Electronic,Rap",Electronic,5
MT0014974957,MT0014974957,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0014980594,MT0014980594,Q2,Pop/Rock,Pop/Rock,0
MT0014997916,MT0014997916,Q2,"R&B,Rap",R&B,3
MT0015019608,MT0015019608,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0015026293,MT0015026293,Q4,"Comedy/Spoken,Holiday",Holiday,11
MT0015028144,MT0015028144,Q1,"Pop/Rock,Religious",Pop/Rock,0
MT0015034564,MT0015034564,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0015428521,MT0015428521,Q1,Jazz,Jazz,2
A178,L178,Q4,"Singer/Songwriter,Soft Rock,Album Rock,Contemporary Pop/Rock,Pop/Rock",Pop/Rock,0
MT0015465230,MT0015465230,Q3,"Jazz,Vocal",Jazz,2
A019,L069,Q1,"Sunshine Pop,Baroque Pop,Early Pop/Rock,Contemporary Pop/Rock,Pop/Rock",Pop/Rock,0
MT0015469804,MT0015469804,Q2,Rap,Rap,4
MT0015506396,MT0015506396,Q4,"New Age,Pop/Rock,Religious",Pop/Rock,0
MT0015506741,MT0015506741,Q4,"New Age,Pop/Rock,Religious",Pop/Rock,0
MT0015511866,MT0015511866,Q1,"New Age,Pop/Rock,Religious",Pop/Rock,0
MT0015541501,MT0015541501,Q2,Pop/Rock,Pop/Rock,0
MT0015546206,MT0015546206,Q1,R&B,R&B,3
MT0015599764,MT0015599764,Q3,Rap,Rap,4
MT0015706588,MT0015706588,Q4,Blues,Blues,7
A097-152,L147-152,Q3,"Traditional Pop,Adult Contemporary,Pop/Rock,Vocal Pop,Vocal",Pop/Rock,0
MT0015883602,MT0015883602,Q3,Country,Country,1
MT0015889071,MT0015889071,Q2,Pop/Rock,Pop/Rock,0
A153-130,L043-130,Q1,"Electronic,Euro-Dance,Club/Dance",Electronic,5
MT0015929505,MT0015929505,Q3,Country,Country,1
MT0015940634,MT0015940634,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0015950558,MT0015950558,Q2,Rap,Rap,4
MT0015962332,MT0015962332,Q2,Electronic,Electronic,5
MT0015971175,MT0015971175,Q2,Rap,Rap,4
A080-92,L130-92,Q2,"Post-Hardcore,Alternative/Indie Rock,Screamo,Pop/Rock",Pop/Rock,0
MT0016469828,MT0016469828,Q3,Reggae,Reggae,8
MT0016743722,MT0016743722,Q2,Rap,Rap,4
MT0016770768,MT0016770768,Q1,Pop/Rock,Pop/Rock,0
MT0016887233,MT0016887233,Q4,"Classical,Pop/Rock",Pop/Rock,0
MT0016897938,MT0016897938,Q4,"Classical,Pop/Rock",Pop/Rock,0
MT0016913402,MT0016913402,Q3,Pop/Rock,Pop/Rock,0
MT0016915093,MT0016915093,Q2,Rap,Rap,4
MT0016918508,MT0016918508,Q1,Rap,Rap,4
MT0016932218,MT0016932218,Q4,"Easy Listening,Holiday,Jazz,New Age",Jazz,2
MT0016933152,MT0016933152,Q3,Country,Country,1
MT0016971741,MT0016971741,Q1,"Pop/Rock,R&B",Pop/Rock,0
MT0016976154,MT0016976154,Q3,Country,Country,1
MT0017031590,MT0017031590,Q1,Pop/Rock,Pop/Rock,0
MT0017657810,MT0017657810,Q1,R&B,R&B,3
MT0018031959,MT0018031959,Q1,"Pop/Rock,Stage & Screen",Pop/Rock,0
MT0018044514,MT0018044514,Q3,Pop/Rock,Pop/Rock,0
MT0018376280,MT0018376280,Q4,"Country,Religious",Country,1
MT0018450519,MT0018450519,Q1,R&B,R&B,3
A073-143,L123-143,Q3,"Contemporary Singer/Songwriter,Alternative/Indie Rock,Adult Alternative Pop/Rock,Pop/Rock",Pop/Rock,0
MT0018669856,MT0018669856,Q2,Pop/Rock,Pop/Rock,0
MT0019352491,MT0019352491,Q4,Rap,Rap,4
MT0019766193,MT0019766193,Q3,"Electronic,Pop/Rock",Pop/Rock,0
MT0020034314,MT0020034314,Q2,Pop/Rock,Pop/Rock,0
MT0026135542,MT0026135542,Q1,Jazz,Jazz,2
MT0026236933,MT0026236933,Q3,Pop/Rock,Pop/Rock,0
MT0026330298,MT0026330298,Q3,Jazz,Jazz,2
MT0026378461,MT0026378461,Q3,"Country,Folk,Pop/Rock",Pop/Rock,0
MT0026624084,MT0026624084,Q2,"Electronic,Pop/Rock",Pop/Rock,0
A176,L176,Q2,"Heavy Metal,Alternative Metal,Pop/Rock",Pop/Rock,0
MT0026681751,MT0026681751,Q2,Pop/Rock,Pop/Rock,0
MT0026697228,MT0026697228,Q3,"Jazz,Vocal",Jazz,2
MT0026712161,MT0026712161,Q4,R&B,R&B,3
MT0026727455,MT0026727455,Q1,"R&B,Reggae",R&B,3
MT0026753145,MT0026753145,Q1,"Electronic,Pop/Rock,R&B",Pop/Rock,0
MT0026753827,MT0026753827,Q1,Religious,Religious,9
MT0026776967,MT0026776967,Q4,"Country,Pop/Rock",Pop/Rock,0
MT0026790435,MT0026790435,Q1,Rap,Rap,4
MT0026811443,MT0026811443,Q3,"Folk,International",International,10
MT0026826094,MT0026826094,Q3,Pop/Rock,Pop/Rock,0
MT0026898936,MT0026898936,Q2,Pop/Rock,Pop/Rock,0
MT0026900439,MT0026900439,Q1,R&B,R&B,3
MT0026903849,MT0026903849,Q2,Pop/Rock,Pop/Rock,0
MT0026933516,MT0026933516,Q1,R&B,R&B,3
MT0026971941,MT0026971941,Q4,"Country,Pop/Rock",Pop/Rock,0
MT0026972072,MT0026972072,Q4,"Easy Listening,Jazz",Jazz,2
MT0026985012,MT0026985012,Q2,"Golden Age,Gangsta Rap,West Coast Rap,Hardcore Rap,Rap",Rap,4
MT0026987140,MT0026987140,Q2,Pop/Rock,Pop/Rock,0
MT0026990793,MT0026990793,Q2,"Comedy/Spoken,Rap",Rap,4
MT0027023212,MT0027023212,Q4,"Jazz,Vocal",Jazz,2
MT0027072382,MT0027072382,Q1,"Adult Contemporary,Dance-Pop,Contemporary Pop/Rock,Pop/Rock,Club/Dance",Pop/Rock,0
MT0027112893,MT0027112893,Q1,Pop/Rock,Pop/Rock,0
MT0027149420,MT0027149420,Q1,"Electronic,Latin,Pop/Rock,R&B",Pop/Rock,0
MT0027182657,MT0027182657,Q3,Country,Country,1
MT0027317557,MT0027317557,Q2,Rap,Rap,4
MT0027535695,MT0027535695,Q1,Country,Country,1
MT0027696140,MT0027696140,Q1,Rap,Rap,4
MT0027797339,MT0027797339,Q1,"International,Pop/Rock",Pop/Rock,0
MT0027976714,MT0027976714,Q4,"Jazz,Vocal",Jazz,2
MT0028081047,MT0028081047,Q2,Pop/Rock,Pop/Rock,0
MT0028172888,MT0028172888,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0028228337,MT0028228337,Q4,Reggae,Reggae,8
MT0028242839,MT0028242839,Q4,"Jazz,Vocal",Jazz,2
MT0028293340,MT0028293340,Q4,"Country,Pop/Rock",Pop/Rock,0
MT0028335228,MT0028335228,Q4,New Age,New Age,15
MT0028338292,MT0028338292,Q3,Pop/Rock,Pop/Rock,0
MT0028345470,MT0028345470,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0028348785,MT0028348785,Q2,Pop/Rock,Pop/Rock,0
MT0028372740,MT0028372740,Q1,"Electronic,Pop/Rock,R&B",Pop/Rock,0
MT0028374210,MT0028374210,Q4,R&B,R&B,3
MT0028445777,MT0028445777,Q1,Pop/Rock,Pop/Rock,0
MT0028452849,MT0028452849,Q1,Pop/Rock,Pop/Rock,0
MT0028498801,MT0028498801,Q4,R&B,R&B,3
MT0028569169,MT0028569169,Q4,"Country,Religious",Country,1
MT0028587966,MT0028587966,Q4,"Country,Religious",Country,1
MT0028609181,MT0028609181,Q4,Reggae,Reggae,8
MT0028615001,MT0028615001,Q1,"Pop/Rock,R&B",Pop/Rock,0
MT0028623145,MT0028623145,Q2,Pop/Rock,Pop/Rock,0
MT0028627699,MT0028627699,Q1,R&B,R&B,3
MT0028691865,MT0028691865,Q3,Blues,Blues,7
MT0028694655,MT0028694655,Q4,"Easy Listening,Jazz",Jazz,2
MT0028750297,MT0028750297,Q2,Pop/Rock,Pop/Rock,0
MT0028753982,MT0028753982,Q4,"Holiday,Jazz,Vocal",Jazz,2
MT0028758101,MT0028758101,Q4,"International,New Age",International,10
MT0028772639,MT0028772639,Q2,Pop/Rock,Pop/Rock,0
MT0028790582,MT0028790582,Q2,Rap,Rap,4
MT0028798040,MT0028798040,Q2,Pop/Rock,Pop/Rock,0
MT0028798502,MT0028798502,Q4,"Easy Listening,Jazz",Jazz,2
MT0028810869,MT0028810869,Q2,Pop/Rock,Pop/Rock,0
MT0028813196,MT0028813196,Q4,R&B,R&B,3
MT0028915582,MT0028915582,Q3,Country,Country,1
MT0028937743,MT0028937743,Q1,"Latin,Pop/Rock",Pop/Rock,0
MT0028942506,MT0028942506,Q4,"Jazz,Vocal",Jazz,2
A032,L082,Q4,"New Age,Celtic New Age,Adult Alternative,International,Celtic,Contemporary Celtic",International,10
MT0029065626,MT0029065626,Q1,Pop/Rock,Pop/Rock,0
MT0029091265,MT0029091265,Q4,"Country,Religious",Country,1
MT0029133325,MT0029133325,Q3,"Electronic,Pop/Rock",Pop/Rock,0
MT0029196396,MT0029196396,Q2,Pop/Rock,Pop/Rock,0
MT0029825641,MT0029825641,Q1,Pop/Rock,Pop/Rock,0
MT0029861029,MT0029861029,Q3,Blues,Blues,7
MT0030007733,MT0030007733,Q4,Reggae,Reggae,8
MT0030074137,MT0030074137,Q3,Pop/Rock,Pop/Rock,0
MT0030097307,MT0030097307,Q3,"Folk,Pop/Rock",Pop/Rock,0
MT0030160582,MT0030160582,Q2,"Comedy/Spoken,Rap",Rap,4
MT0030177407,MT0030177407,Q2,Pop/Rock,Pop/Rock,0
MT0030184605,MT0030184605,Q2,Pop/Rock,Pop/Rock,0
MT0030203700,MT0030203700,Q3,Country,Country,1
MT0030203729,MT0030203729,Q2,Pop/Rock,Pop/Rock,0
MT0030212531,MT0030212531,Q4,"Folk,Pop/Rock",Pop/Rock,0
MT0030214520,MT0030214520,Q2,Pop/Rock,Pop/Rock,0
MT0030247926,MT0030247926,Q3,Blues,Blues,7
MT0030248025,MT0030248025,Q1,"Stage & Screen,Vocal",Vocal,6
MT0030289937,MT0030289937,Q3,"Jazz,Vocal",Jazz,2
MT0030291182,MT0030291182,Q1,"Jazz,Pop/Rock",Pop/Rock,0
MT0030319227,MT0030319227,Q4,"Pop/Rock,Vocal",Pop/Rock,0
MT0030324011,MT0030324011,Q2,Pop/Rock,Pop/Rock,0
A004,L054,Q3,"Outlaw Country,Country",Country,1
MT0030349080,MT0030349080,Q1,R&B,R&B,3
MT0030362174,MT0030362174,Q4,"Country,Pop/Rock",Pop/Rock,0
MT0030362299,MT0030362299,Q1,"Jazz,Vocal",Jazz,2
MT0030481692,MT0030481692,Q4,Blues,Blues,7
MT0030484925,MT0030484925,Q1,"Blues,R&B",R&B,3
MT0030499533,MT0030499533,Q4,R&B,R&B,3
MT0030504803,MT0030504803,Q3,Pop/Rock,Pop/Rock,0
MT0030646708,MT0030646708,Q4,"Pop/Rock,Stage & Screen",Pop/Rock,0
MT0030968017,MT0030968017,Q3,"Blues,R&B",R&B,3
MT0031024722,MT0031024722,Q4,"Folk,Pop/Rock",Pop/Rock,0
MT0031049140,MT0031049140,Q3,Pop/Rock,Pop/Rock,0
MT0031375281,MT0031375281,Q4,"Country,Religious",Country,1
MT0031548988,MT0031548988,Q1,"Pop/Rock,R&B",Pop/Rock,0
MT0031618741,MT0031618741,Q4,Religious,Religious,9
MT0031693432,MT0031693432,Q3,"Blues,Jazz",Jazz,2
MT0031733848,MT0031733848,Q4,"Blues,Jazz,Vocal",Jazz,2
MT0031826295,MT0031826295,Q4,Country,Country,1
MT0031826774,MT0031826774,Q4,"Holiday,Vocal",Vocal,6
MT0031834881,MT0031834881,Q1,Pop/Rock,Pop/Rock,0
MT0031868141,MT0031868141,Q1,Latin,Latin,14
MT0031875986,MT0031875986,Q2,Pop/Rock,Pop/Rock,0
MT0031893087,MT0031893087,Q4,Pop/Rock,Pop/Rock,0
MT0031903528,MT0031903528,Q3,"Blues,Pop/Rock,R&B",Pop/Rock,0
MT0031917087,MT0031917087,Q1,Pop/Rock,Pop/Rock,0
MT0031924755,MT0031924755,Q2,Rap,Rap,4
MT0031925901,MT0031925901,Q2,Pop/Rock,Pop/Rock,0
A010,L060,Q2,"Pop/Rock,Hard Rock,Alternative/Indie Rock,Alternative Pop/Rock,Grunge",Pop/Rock,0
MT0031979912,MT0031979912,Q1,Pop/Rock,Pop/Rock,0
MT0031996487,MT0031996487,Q4,Reggae,Reggae,8
MT0031996897,MT0031996897,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0032048707,MT0032048707,Q4,Pop/Rock,Pop/Rock,0
A092-96,L142-96,Q1,"Rock & Roll,Contemporary Pop/Rock,Pop/Rock",Pop/Rock,0
MT0032060949,MT0032060949,Q4,"Country,R&B",R&B,3
MT0032093528,MT0032093528,Q4,"Jazz,Vocal",Jazz,2
MT0032157716,MT0032157716,Q2,Rap,Rap,4
MT0032332758,MT0032332758,Q1,Pop/Rock,Pop/Rock,0
MT0032628164,MT0032628164,Q4,"Folk,Pop/Rock",Pop/Rock,0
A101-111,L151-111,Q1,"Club/Dance,Disco,R&B",R&B,3
MT0032643023,MT0032643023,Q3,Pop/Rock,Pop/Rock,0
MT0032651589,MT0032651589,Q2,Rap,Rap,4
MT0032665811,MT0032665811,Q2,Pop/Rock,Pop/Rock,0
MT0032673223,MT0032673223,Q1,"Blues,Pop/Rock",Pop/Rock,0
MT0032682675,MT0032682675,Q4,Pop/Rock,Pop/Rock,0
MT0032701682,MT0032701682,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0032723940,MT0032723940,Q4,R&B,R&B,3
MT0032757175,MT0032757175,Q3,"Country,Pop/Rock",Pop/Rock,0
MT0032768117,MT0032768117,Q4,Reggae,Reggae,8
MT0032768122,MT0032768122,Q1,Jazz,Jazz,2
MT0032957418,MT0032957418,Q2,Rap,Rap,4
MT0033061162,MT0033061162,Q4,Pop/Rock,Pop/Rock,0
MT0033218453,MT0033218453,Q4,Folk,Folk,12
MT0033287096,MT0033287096,Q2,Pop/Rock,Pop/Rock,0
MT0033319941,MT0033319941,Q3,"Folk,Pop/Rock",Pop/Rock,0
MT0033345959,MT0033345959,Q3,"Jazz,Vocal",Jazz,2
MT0033376569,MT0033376569,Q4,"International,Reggae",International,10
MT0033381821,MT0033381821,Q1,Pop/Rock,Pop/Rock,0
MT0033397942,MT0033397942,Q4,"Country,Easy Listening",Country,1
MT0033430737,MT0033430737,Q1,Pop/Rock,Pop/Rock,0
A106-100,L156-100,Q3,"Contemporary R&B,R&B",R&B,3
MT0033459750,MT0033459750,Q4,"Folk,Pop/Rock",Pop/Rock,0
MT0033470806,MT0033470806,Q2,Rap,Rap,4
MT0033473090,MT0033473090,Q4,"Easy Listening,Jazz,Pop/Rock,Vocal",Pop/Rock,0
MT0033493473,MT0033493473,Q4,"Holiday,R&B",R&B,3
MT0033512773,MT0033512773,Q1,Pop/Rock,Pop/Rock,0
MT0033717316,MT0033717316,Q1,Rap,Rap,4
MT0033733581,MT0033733581,Q4,"Pop/Rock,Reggae",Pop/Rock,0
MT0033818006,MT0033818006,Q4,"Jazz,Pop/Rock,Vocal",Pop/Rock,0
MT0033841575,MT0033841575,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0033958450,MT0033958450,Q1,"Holiday,Pop/Rock",Pop/Rock,0
MT0033974184,MT0033974184,Q2,Rap,Rap,4
MT0034013916,MT0034013916,Q2,Pop/Rock,Pop/Rock,0
MT0034094847,MT0034094847,Q3,Country,Country,1
MT0034113973,MT0034113973,Q2,Pop/Rock,Pop/Rock,0
MT0034125967,MT0034125967,Q1,"Comedy/Spoken,Country",Country,1
MT0034136847,MT0034136847,Q3,Blues,Blues,7
MT0034138322,MT0034138322,Q4,"Blues,Jazz",Jazz,2
A045,L095,Q3,"Traditional Country,Country",Country,1
MT0034191542,MT0034191542,Q4,"Holiday,Pop/Rock,R&B",Pop/Rock,0
MT0034197846,MT0034197846,Q3,"Jazz,Vocal",Jazz,2
MT0034211183,MT0034211183,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0034225020,MT0034225020,Q4,"Easy Listening,Pop/Rock",Pop/Rock,0
MT0034230990,MT0034230990,Q4,"Pop/Rock,R&B",Pop/Rock,0
MT0034403951,MT0034403951,Q2,Pop/Rock,Pop/Rock,0
MT0034410340,MT0034410340,Q3,"Blues,Jazz",Jazz,2
MT0034426806,MT0034426806,Q2,Pop/Rock,Pop/Rock,0
MT0034518366,MT0034518366,Q3,Pop/Rock,Pop/Rock,0
MT0034549623,MT0034549623,Q3,Country,Country,1
MT0034560618,MT0034560618,Q3,Country,Country,1
MT0034563474,MT0034563474,Q1,Pop/Rock,Pop/Rock,0
MT0034574251,MT0034574251,Q3,Pop/Rock,Pop/Rock,0
MT0034577404,MT0034577404,Q4,"Folk,International,Pop/Rock",Pop/Rock,0
MT0034670435,MT0034670435,Q2,"International,Pop/Rock",Pop/Rock,0
MT0034677542,MT0034677542,Q1,"R&B,Rap",R&B,3
MT0034694413,MT0034694413,Q2,Pop/Rock,Pop/Rock,0
MT0034800740,MT0034800740,Q3,Pop/Rock,Pop/Rock,0
MT0034991842,MT0034991842,Q2,Pop/Rock,Pop/Rock,0
MT0034992204,MT0034992204,Q4,"Country,Pop/Rock",Pop/Rock,0
MT0034992958,MT0034992958,Q4,Reggae,Reggae,8
MT0034996484,MT0034996484,Q2,Pop/Rock,Pop/Rock,0
MT0035037927,MT0035037927,Q1,R&B,R&B,3
MT0035119161,MT0035119161,Q4,Pop/Rock,Pop/Rock,0
MT0035241675,MT0035241675,Q2,Pop/Rock,Pop/Rock,0
MT0035285414,MT0035285414,Q2,Pop/Rock,Pop/Rock,0
MT0035332435,MT0035332435,Q1,"Pop/Rock,R&B",Pop/Rock,0
MT0035332835,MT0035332835,Q2,Pop/Rock,Pop/Rock,0
MT0035833639,MT0035833639,Q3,Country,Country,1
MT0035974819,MT0035974819,Q3,"Country,Pop/Rock",Pop/Rock,0
MT0036368550,MT0036368550,Q1,Pop/Rock,Pop/Rock,0
A017,L067,Q4,"Soft Rock,Contemporary Pop/Rock,Pop/Rock",Pop/Rock,0
A061-66,L111-66,Q3,"Alternative/Indie Rock,Adult Alternative Pop/Rock,Pop/Rock",Pop/Rock,0
MT0041030749,MT0041030749,Q4,Holiday,Holiday,11
A168,L168,Q4,"Electronic,Ethnic Fusion,Club/Dance,New Age",Electronic,5
A096-68,L146-68,Q3,Pop/Rock,Pop/Rock,0
A191,L191,Q3,"Dance-Pop,Teen Pop,Pop/Rock",Pop/Rock,0
A172,L172,Q2,"Post-Grunge,Alternative Metal,Pop/Rock,Heavy Metal",Pop/Rock,0
A150-132,L040-132,Q2,"Pop/Rock,Heartland Rock",Pop/Rock,0
A034,L084,Q3,"Heavy Metal,Goth Metal,Doom Metal,Pop/Rock",Pop/Rock,0
A051,L101,Q2,"Pop/Rock,Speed/Thrash Metal,Heavy Metal",Pop/Rock,0
A167,L167,Q1,"Uptown Soul,Pop-Soul,R&B,Soul",R&B,3
A195,L195,Q3,"Pop,Pop/Rock",Pop/Rock,0
A055,L105,Q2,"Album Rock,Contemporary Pop/Rock,Rock & Roll,Hard Rock,Heartland Rock,Pop/Rock",Pop/Rock,0
A171,L171,Q3,"Adult Alternative Pop/Rock,Alternative/Indie Rock,Contemporary Singer/Songwriter",Alternative/Indie Rock,16
A095-113,L145-113,Q1,R&B,R&B,3
A088-136,L138-136,Q4,"Traditional Pop,Standards,Vocal,Vocal Jazz,Jazz",Jazz,2
A066-140,L116-140,Q4,"Holiday,Holidays,Christmas,Celtic New Age,Ethnic Fusion,Pop/Rock,Celtic,International,Adult Alternative,Alternative/Indie Rock,New Age,Contemporary Celtic,Adult Alternative Pop/Rock",Pop/Rock,0
A137-153,L027-153,Q4,"Jazz Blues,Vocal Jazz,Jazz,Alternative/Indie Rock,Adult Alternative Pop/Rock,Pop/Rock",Pop/Rock,0
A151-172,L041-172,Q2,"Hard Rock,Heavy Metal,Album Rock,British Metal,Pop/Rock",Pop/Rock,0
